(1),(2),(3a),(3b),(4),(5),(6),(7a),(7b),(8),(9a),(9b),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19 ADR),(19 RID),(20),(1) 
3336,"MERKAPTANER, FLYTENDE, BRANNFARLIGE, N.O.S. eller MERKAPTANBLANDING, FLYTENDE, BRANNFARLIG, N.O.S. (damptrykk ved 50°C ikke over 110 kPa)",3,F1,II,3,"274
640D",1 L,E2,"P001
IBC02 R001",,MP19,T7,"TP1
TP8
TP28",LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE7,33,3336
3336,"MERKAPTANER, FLYTENDE, BRANNFARLIGE, N.O.S. eller MERKAPTANBLANDING, FLYTENDE, BRANNFARLIG, N.O.S.",3,F1,I,3,274,0,E0,P001,,"MP7
MP17",T11,TP2,L4BN,,FL,"1
(D/E)",,,,"S2
S20",,33,3336
3337,"KJØLEMEDIUMGASS R 404A (Pentafluoretan, 1,1,1-trifluoretan og 1,1,1,2-tetrafluoretan zeotropisk blanding med ca 44% pentafluoretan og 52% 1,1,1,-trifluoretan)",2,2A,,"2.2
(+13)",662,120 ml,E1,P200,,MP9,T50 (M),,PxBN(M),"TA4
TT9
TM6",AT,"3
(C/E)",,,"CV9
CV10
CV36",,CE3,20,3337
3338,"KJØLEMEDIUMGASS R 407A (Difluormetan, pentafluoretan og 1,1,1,2-tetrafluoretan, zeotropisk blanding med ca 20% difluormetan og 40% pentafluoretan)",2,2A,,"2.2
(+13)",662,120 ml,E1,P200,,MP9,T50 (M),,PxBN(M),"TA4
TT9
TM6",AT,"3
(C/E)",,,"CV9
CV10
CV36",,CE3,20,3338
3339,"KJØLEMEDIUMGASS R 407B (Difluormetan, pentafluoretan og 1,1,1,2-tetrafluoretan, zeotropisk blanding med ca 10% difluormetan og 70% pentafluoretan)",2,2A,,"2.2
(+13)",662,120 ml,E1,P200,,MP9,T50 (M),,PxBN(M),"TA4
TT9
TM6",AT,"3
(C/E)",,,"CV9
CV10
CV36",,CE3,20,3339
3340,"KJØLEMEDIUMGASS R 407C (Difluormetan, pentafluoretan og 1,1,1,2-tetrafluoretan, zeotropisk blanding med ca 23 % difluormetan og 25 % pentafluoretan)",2,2A,,"2.2
(+13)",662,120 ml,E1,P200,,MP9,T50 (M),,PxBN(M),"TA4
TT9
TM6",AT,"3
(C/E)",,,"CV9
CV10
CV36",,CE3,20,3340
3341,TIOUREADIOKSID,4.2,S2,II,4.2,,0,E2,"P002
IBC06","
",MP14,T3,TP33,SGAV,,AT,"2
(D/E)",V1,,,,CE10,40,3341
3341,TIOUREADIOKSID,4.2,S2,III,4.2,,0,E1,"P002
IBC08
LP02
R001","
B3",MP14,T1,TP33,SGAV,,AT,"3
(E)",V1,,,,CE11,40,3341
3342,XANTHATER,4.2,S2,II,4.2,,0,E2,"P002
IBC06","
",MP14,T3,TP33,SGAV,,AT,"2
(D/E)",V1,,,,CE10,40,3342
3342,XANTHATER,4.2,S2,III,4.2,,0,E1,"P002
IBC08
LP02
R001","
B3",MP14,T1,TP33,SGAV,,AT,"3
(E)",V1,,,,CE11,40,3342
3343,"NITROGLYSEROL BLANDING, DESENSITERT, FLYTENDE, BRANNFARLIG, N.O.S. med ikke mer enn 30 masseprosent nitroglyserol",3,D,,3,"28
274
278",0,E0,P099,,MP2,,,,,,"0
(B)",,,,"S2
S14",,30/33,3343
3344,"PENTAERYTRITT TETRANITRAT (PENTAERYTRITOL TETRANITRAT; PETN) BLANDING, DESENSITERT, I FAST FORM, N.O.S.. med mer enn 10, men ikke mer enn 20 masseprosent PETN",4.1,D,II,4.1,"28
272
274",0,E0,P099,,MP2,,,,,,"2
(B)",V1,,,S14,CE10,40,3344
3345,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, I FAST FORM, GIFTIG",6.1,T7,I,6.1,"61
274
648",0,E5,"P002
IBC07","
",MP18,T6,"TP33
  
",S10AH L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",CE12,66,3345
3345,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, I FAST FORM, GIFTIG",6.1,T7,II,6.1,"61
274
648",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19","CE9
CE12",60,3345
3345,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, I FAST FORM, GIFTIG",6.1,T7,III,6.1,"61
274
648",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11 CE12,60,3345
3346,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, ­FLYTENDE, BRANNFARLIG, ­GIFTIG, flammepunkt under 23°C",3,FT2,II,"3
+6.1","61
274",1 L,E2,"P001
IBC02 R001",,MP19,T11,"TP2
TP27",L4BH,"TU15 
  
",FL,"2
(D/E)",,,"CV13
CV28","S2
S22",CE7,336,3346
3346,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, ­FLYTENDE, BRANNFARLIG, ­GIFTIG, flammepunkt under 23°C",3,FT2,I,"3
+6.1","61
274",0,E0,P001,,"MP7
MP17",T14,"TP2
TP27",L10CH,"TU14
TU15
TE21
TU38
TE22",FL,"1
(C/E)",,,"CV13
CV28","S2
S22",,336,3346
3347,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, FLYTENDE, GIFTIG, BRANNFARLIG, flammepunkt ikke under 23°C",6.1,TF2,III,"6.1
+3","61
274",5 L,E1,"P001
IBC03
R001",,MP19,T7,"TP2
TP28",L4BH,"TU15
TE19",FL,"2
(D/E)",V12,,"CV13
CV28
CV31","S2
S9","CE8
CE12",63,3347
3347,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, ­FLYTENDE, GIFTIG, BRANNFARLIG, flammepunkt ikke under 23°C",6.1,TF2,II,"6.1
+3","61
274",100 ml,E4,"P001
IBC02",,MP15,T11,"TP2
TP27",L4BH,"TU15
TE19",FL,"2
(D/E)",,,"CV13
CV28
CV31","S2
S9
S19","CE5
CE12",63,3347
3347,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, ­FLYTENDE, GIFTIG, BRANNFARLIG, flammepunkt ikke under 23°C",6.1,TF2,I,"6.1
+3","61
274",0,E5,P001,,"MP8
MP17",T14,"TP2
TP27",L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",FL,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S2
S9
S14",CE12,663,3347
3348,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, ­FLYTENDE, GIFTIG",6.1,T6,III,6.1,"61
274
648",5 L,E1,"P001
IBC03
LP01
R001",,MP19,T7,"TP2
TP28",L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,"CE8
CE12",60,3348
3348,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, ­FLYTENDE, GIFTIG",6.1,T6,II,6.1,"61
274
648",100 ml,E4,"P001
IBC02",,MP15,T11,"TP2
TP27",L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19","CE5
CE12",60,3348
3348,"FENOKSYEDIKKSYREBASERT BEKJEMPNINGSMIDDEL, ­FLYTENDE, GIFTIG",6.1,T6,I,6.1,"61
274
648",0,E5,P001,,"MP8
MP17",T14,"TP2
TP27",L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",CE12,66,3348
3349,"PYRETHROID BEKJEMPNINGSMIDDEL, I FAST FORM, GIFTIG",6.1,T7,I,6.1,"61
274
648",0,E5,"P002
IBC07","
",MP18,T6,TP33,S10AH L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",V10,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",CE12,66,3349
3349,"PYRETHROID BEKJEMPNINGSMIDDEL, I FAST FORM, GIFTIG",6.1,T7,II,6.1,"61
274
648",500 g,E4,"P002
IBC08","
B4",MP10,T3,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(D/E)",V11,,"CV13
CV28
CV31","S9
S19","CE9
CE12",60,3349
3349,"PYRETHROID BEKJEMPNINGSMIDDEL, I FAST FORM, GIFTIG",6.1,T7,III,6.1,"61
274
648",5 kg,E1,"P002
IBC08
LP02
R001","
B3",MP10,T1,TP33,SGAH L4BH,"TU15
TE19",AT,"2
(E)",,"VC1
VC2
AP7","CV13
CV28
CV31",S9,CE11 CE12,60,3349
3350,"PYRETHROID BEKJEMPNINGSMIDDEL, FLYTENDE, BRANNFARLIG, GIFTIG, flammepunkt under 23°C",3,FT2,II,"3
+6.1","61
274",1 L,E2,"P001
IBC02 R001",,MP19,T11,"TP2
TP27",L4BH,"TU15
",FL,"2
(D/E)",,,"CV13
CV28","S2
S22",CE7,336,3350
3350,"PYRETHROID BEKJEMPNINGSMIDDEL, FLYTENDE, BRANNFARLIG, GIFTIG, flammepunkt under 23°C",3,FT2,I,"3
+6.1","61
274",0,E0,P001,,"MP7
MP17",T14,"TP2
TP27",L10CH,"TU14
TU15
TE21
TU38
TE22",FL,"1
(C/E)",,,"CV13
CV28","S2
S22",,336,3350
3351,"PYRETHROID BEKJEMPNINGSMIDDEL, FLYTENDE, GIFTIG, BRANNFARLIG, flammepunkt ikke under 23°C",6.1,TF2,III,"6.1
+3","61
274",5 L,E1,"P001
IBC03
R001",,MP19,T7,"TP2
TP28",L4BH,"TU15
TE19",FL,"2
(D/E)",V12,,"CV13
CV28
CV31","S2
S9","CE8
CE12",63,3351
3351,"PYRETHROID BEKJEMPNINGSMIDDEL, FLYTENDE, GIFTIG, BRANNFARLIG, flammepunkt ikke under 23°C",6.1,TF2,II,"6.1
+3","61
274",100 ml,E4,"P001
IBC02",,MP15,T11,"TP2
TP27",L4BH,"TU15
TE19",FL,"2
(D/E)",,,"CV13
CV28
CV31","S2
S9
S19","CE5
CE12",63,3351
3351,"PYRETHROID BEKJEMPNINGSMIDDEL, FLYTENDE, GIFTIG, BRANNFARLIG, flammepunkt ikke under 23°C",6.1,TF2,I,"6.1
+3","61
274",0,E5,P001,,"MP8
MP17",T14,"TP2
TP27",L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",FL,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S2
S9
S14",CE12,663,3351
3352,"PYRETHROID BEKJEMPNINGSMIDDEL, FLYTENDE, GIFTIG",6.1,T6,III,6.1,"61
274
648",5 L,E1,"P001
IBC03
LP01
R001",,MP19,T7,"TP2
TP28",L4BH,"TU15
TE19",AT,"2
(E)",V12,,"CV13
CV28
CV31",S9,"CE8
CE12",60,3352
3352,"PYRETHROID BEKJEMPNINGSMIDDEL, FLYTENDE, GIFTIG",6.1,T6,II,6.1,"61
274
648",100 ml,E4,"P001
IBC02",,MP15,T11,"TP2
TP27",L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19","CE5
CE12",60,3352
3352,"PYRETHROID BEKJEMPNINGSMIDDEL, FLYTENDE, GIFTIG",6.1,T6,I,6.1,"61
274
648",0,E5,P001,,"MP8
MP17",T14,"TP2
TP27",L10CH,"TU14
TU15
TE19
TE21
TU38
TE22",AT,"1
(C/E)",,,"CV1(ADR)
CV13
CV28
CV31","S9
S14",CE12,66,3352
3354,"INSEKTDREPENDE GASS, BRENNBAR, N.O.S.",2,2F,,"2.1
(+13)","274
662",0,E0,P200,,MP9,(M),,PxBN(M),"TA4
TT9
TU38
TE22
TM6",FL,"2
(B/D)",,,"CV9
CV10
CV36","S2
S20",CE3,23,3354
3355,"INSEKTDREPENDE GASS, GIFTIG, BRENNBAR, N.O.S.",2,2TF,,"2.3
+2.1
(+13)",274,0,E0,P200,,MP9,(M),,PxBH(M),"TA4
TT9
TU6
TE25
TU38
TE22
TM6",FL,"1
(B/D)",,,"CV9
CV10
CV36","S2
S14",,263,3355
3356,"OKSYGENGENERATOR, KJEMISK",5.1,O3,,5.1,284,0,E0,P500,,MP2,,,,,,"2
(E)",,,CV24,,,50,3356
3357,"NITROGLYSEROL BLANDING, DESENSITERT, FLYTENDE, N.O.S. med ikke mer enn 30 masseprosent nitroglyserol",3,D,II,3,"28
274
288",0,E0,P099,,MP2,,,,,,"2
(D/E)",,,,"S2
S14",CE7,33,3357
3358,"KJØLEMASKINER, som inneholder brannfarlig, ikke giftig, flytende gass",2,6F,,2.1,291,0,E0,P003,PP32,MP9,,,,,,"2
(D)",,,CV9,S2,CE2,23,3358
3359,"LASTEENHET, DESINFISERT MED GASS",9,M11,,,302,,,,,,,,,,,"-
(-)",,,,,,,3359
3360,"Fiber, vegetabilske, tørre",4.1,F1,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,Ikke underlagt ADR/RID,3360
3361,"KLORSILANER, GIFTIGE, ETSENDE, N.O.S.",6.1,TC1,II,"6.1
+8",274,0,E0,"P010
  
",,MP15,T14,"TP2
TP27
TP7",L4BH,"TU15
TE19",AT,"2
(D/E)",,,"CV13
CV28
CV31","S9
S19",CE5,"68
",3361
3362,"KLORSILANER, GIFTIGE, ETSENDE, BRANNFARLIGE, N.O.S.",6.1,TFC,II,"6.1
+3
+8",274,0,E0,"P010
  
",,MP15,T14,"TP2
TP27
TP7",L4BH,"TU15
TE19",FL,"2
(D/E)",,,"CV13
CV28
CV31","S2
S9
S19",CE5,"638
",3362
3363,FARLIG GODS I GJENSTANDER eller FARLIG GODS I MASKINER eller FARLIG GODS I APPARATER,9,M11,,9,"301
672",0,E0,P907,,,,,,,,,,,,,,,3363
3364,"TRINITROFENOL (PIKRINSYRE), FUKTET med ikke under 10 masse­prosent vann",4.1,D,I,4.1,28,0,E0,P406,PP24,MP2,,,,,,"1
(B)",V1,,,S14,,40,3364
3365,"TRINITROKLORBENZEN
(PIKRYLKLORID), FUKTET med ikke under 10 masseprosent vann",4.1,D,I,4.1,28,0,E0,P406,PP24,MP2,,,,,,"1
(B)",V1,,,S14,,40,3365
3366,"TRINITROTOLUENE (TNT), FUKTET med ikke under 10 masseprosent vann",4.1,D,I,4.1,28,0,E0,P406,PP24,MP2,,,,,,"1
(B)",V1,,,S14,,40,3366
3367,"TRINITROBENZEN, FUKTET med ikke under 10 masseprosent vann",4.1,D,I,4.1,28,0,E0,P406,PP24,MP2,,,,,,"1
(B)",V1,,,S14,,40,3367
3368,"TRINITROBENZOSYRE, FUKTET med ikke under 10 masseprosent vann",4.1,D,I,4.1,28,0,E0,P406,PP24,MP2,,,,,,"1
(B)",V1,,,S14,,40,3368
3369,"NATRIUMDINITRO-o-KRESOLAT, FUKTET med ikke under 10 masse­prosent vann",4.1,DT,I,"4.1
+6.1",28,0,E0,P406,PP24,MP2,,,,,,"1
(B)",V1,,"CV13
CV28",S14,,46,3369
3370,"UREANITRAT FUKTET med ikke
under 10 masseprosent vann",4.1,D,I,4.1,28,0,E0,P406,PP78,MP2,,,,,,"1
(B)",V1,,,S14,,40,3370
3371,2-METYLBUTANAL,3,F1,II,3,,1 L,E2,"P001
IBC02 R001",,MP19,T4,TP1,LGBF,,FL,"2
(D/E)",,,,"S2
S20",CE2,33,3371
3373,"BIOLOGISK STOFF, KATEGORI B
",6.2,I4,,6.2,319,0,E0,P650,,,T1,TP1,L4BH,"TU15
TU37
TE19
","AT
","-
(-)",,,,S3,CE14,"606
",3373
3373,"BIOLOGISK STOFF, KATEGORI B
(kun dyremateriale)",6.2,I4,,6.2,319,0,E0,P650,,,"T1
BK1
BK2",TP1,L4BH,"TU15
TU37
TE19",AT,(-),,,,S3,CE14,606,3373
3374,"ACETYLEN, LØSEMIDDELFRI",2,2F,,2.1,662,0,E0,P200,,MP9,,,,,,"2
(D)",,,"CV9
CV10
CV36",S2,CE3,239,3374
3375,"AMMONIUMNITRAT EMULSJON eller SUSPENSJON eller GEL, mellomprodukt for sprengstoff, flytende",5.1,O1,II,5.1,309,0,E2,P505 IBC02,"
B16",MP2,"T1
  
","TP1
TP17
TP32
TP9","LGAV (+)
","TU3
TU12
TU39
TE10
TE23
TA1
TA3","AT
","2
(E)",,,CV24,"S9
S23",,50,3375
3375,"AMMONIUMNITRAT EMULSJON eller SUSPENSJON eller GEL, mellomprodukt for sprengstoff, fast stoff",5.1,O2,II,5.1,309,0,E2,"P505
IBC02","
B16",MP2,"T1
  

","TP1
TP17
TP32
TP9","SGAV (+)
","TU3
TU12
TU39
TE10
TE23
TA1
TA3","AT
","2
(E)",,,CV24,"S9
S23",,50,3375
3376,"4 -NITROFENYL HYDRAZIN, med ikke mindre enn 30 masseprosent vann",4.1,D,I,4.1,28,0,E0,P406,PP26,MP2,,,,,,"1
(B)",V1,,,S14,CE10,40,3376
3377,NATRIUMPERBORAT MONO­HYDRAT,5.1,O2,III,5.1,,5 kg,E1,"P002 IBC08 LP02
 
R001","
B3",MP10,"T1
BK1
BK2
BK3",TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,,CE11,50,3377
3378,NATRIUMKARBONAT PEROKSYHYDRAT,5.1,O2,II,5.1,,1 kg,E2,P002 IBC08,"
B4",MP10,"T3
BK1
BK2",TP33,SGAV,TU3,AT,"2
(E)",V11,"VC1
VC2
AP6
AP7",CV24,,CE10,50,3378
3378,NATRIUMKARBONAT PEROKSYHYDRAT,5.1,O2,III,5.1,,5 kg,E1,"P002 IBC08 LP02
 
R001","
B3",MP10,"T1
BK1
BK2
BK3",TP33,SGAV,TU3,AT,"3
(E)",,"VC1
VC2
AP6
AP7",CV24,,CE11,50,3378
3379,"DESENSITERTE EKSPLOSIVER, FLYTENDE, N.O.S.",3,D,I,3,"274
311",0,E0,P099,,MP2,,,,,,"1
(D/E)",,,,"S2
S14",,33,3379
3380,"DESENSITERTE EKSPLOSIVER,
FAST STOFF, N.O.S.",4.1,D,I,4.1,"274
311
394",0,E0,P099,,MP2,,,,,,"1
(B)",V1,,,S14,,40,3380
3381,"GIFTIG VED INNÅNDING, ­FLYTENDE, N.O.S. med LC50 mindre eller lik 200 ml/m3 og mettet dampkonsentrasjon større eller lik 500 LC50",6.1,T1 eller T4,I,6.1,274,0,E0,P601,,MP8 MP17,T22,"TP2

",L15CH,"TU14
TU15
 TU38
TE19
TE21
 TE22
 TE25",AT,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S9
S14",,66,3381
3382,"GIFTIG VED INNÅNDING, ­FLYTENDE, N.O.S. med LC50 mindre eller lik 1000 ml/m3 og mettet dampkonsentrasjon større eller lik 10 LC50",6.1,T1 eller T4,I,6.1,274,0,E0,P602,,MP8 MP17,T20,"TP2

",L10CH,"TU14
TU15
 TU38
TE19
TE21
 TE22",AT,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S9
S14",,66,3382
3383,"GIFTIG VED INNÅNDING, ­FLYTENDE, BRANNFARLIG, N.O.S. med LC50 mindre eller lik 200 ml/m3 og mettet dampkonsentrasjon større eller lik 500 LC50",6.1,TF1,I,"6.1
+3",274,0,E0,P601,,MP8 MP17,T22,"TP2

",L15CH,"TU14
TU15
 TU38
TE19
TE21
 TE22
 TE25",FL,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S2
S9 
S14",,663,3383
3384,"GIFTIG VED INNÅNDING, ­FLYTENDE, BRANNFARLIG, N.O.S. med LC50 mindre eller lik 1000 ml/m3 og mettet dampkonsentrasjon større eller lik 10 LC50",6.1,TF1,I,"6.1
+3",274,0,E0,P602,,MP8 MP17,T20,"TP2

",L10CH,"TU14
TU15
 TU38
TE19
TE21
 TE22",FL,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S2
S9 
S14",,663,3384
3385,"GIFTIG VED INNÅNDING, ­FLYTENDE, REAGERER MED VANN, N.O.S. med LC50 mindre eller lik 200 ml/m3 og mettet dampkonsentrasjon større eller lik 500 LC50",6.1,TW1,I,"6.1
+4.3",274,0,E0,P601,,MP8 MP17,T22,"TP2

",L15CH,"TU14
TU15
 TU38
TE19
TE21
 TE22
 TE25",AT,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S9
S14",,623,3385
3386,"GIFTIG VED INNÅNDING, ­FLYTENDE, REAGERER MED VANN, N.O.S. med LC50 mindre eller lik 1000 ml/m3 og mettet dampkonsentrasjon større eller lik 10 LC50",6.1,TW1,I,6.1 +4.3,274,0,E0,P602,,MP8 MP17,T20,"TP2

",L10CH,"TU14
TU15
 TU38
TE19
TE21
 TE22",AT,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S9
S14",,623,3386
3387,"GIFTIG VED INNÅNDING, ­FLYTENDE, OKSIDERENDE, N.O.S. med LC50 mindre eller lik 200 ml/m3 og mettet dampkonsentrasjon større eller lik 500 LC50",6.1,TO1,I,6.1 +5.1,274,0,E0,P601,,MP8 MP17,T22,"TP2

",L15CH,"TU14
TU15
 TU38
TE19
TE21
 TE22
 TE25",AT,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S9
S14",,623,3387
3388,"GIFTIG VED INNÅNDING, ­FLYTENDE, OKSIDERENDE, N.O.S. med LC50 mindre eller lik 1000 ml/m3 og mettet dampkonsentrasjon større eller lik 10 LC50",6.1,TO1,I,6.1 +5.1,274,0,E0,P602,,MP8 MP17,T20,"TP2

",L10CH,"TU14
TU15
 TU38
TE19
TE21
 TE22",AT,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S9
S14",,665,3388
3389,"GIFTIG VED INNÅNDING, ­FLYTENDE, ETSENDE, N.O.S. med LC50 mindre eller lik 200 ml/m3 og mettet dampkonsentrasjon større eller lik 500 LC50",6.1,TC1 eller TC3,I,"6.1
+8",274,0,E0,P601,,MP8 MP17,T22,"TP2

",L15CH,"TU14
TU15
 TU38
TE19
TE21
 TE22
 TE25",AT,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S9
S14",,668,3389
3390,"GIFTIG VED INNÅNDING, ­FLYTENDE, ETSENDE, N.O.S. med LC50 mindre eller lik 1000 ml/m3 og mettet dampkonsentrasjon større eller lik 10 LC50",6.1,TC1 eller TC3,I,"6.1
+8",274,0,E0,P602,,MP8 MP17,T20,"TP2

",L10CH,"TU14
TU15
 TU38
TE19
TE21
 TE22",AT,"1
(C/D)",,,"CV1(ADR)
CV13  CV28
CV31","S9
S14",,668,3390
3391,"ORGANISK METALLFORBINDELSE,  I FAST FORM, SELVANTENNENDE",4.2,S5,I,4.2,274,0,E0,P404,PP86,MP2,T21,"TP7 TP33
TP36",L21DH,"TU4
TU14
TU22
 TU38
TC1
TE21
 TE22
 TE25
TM1",AT,"0
(B/E)",V1,,,S20,,43,3391
3392,"ORGANISK METALLFORBINDELSE,  FLYTENDE, SELVANTENNENDE",4.2,S5,I,4.2,274,0,E0,P400,PP86,MP2,T21,"TP2
TP7
TP36",L21DH,"TU4
TU14
TU22
 TU38
TC1
TE21
 TE22
 TE25
TM1",AT,"0
(B/E)",V1,,,S20,,333,3392
3393,"ORGANISK METALLFORBINDELSE,  I FAST FORM, SELVANTENNENDE, REAGERER MED VANN",4.2,SW1,I,"4.2
+4.3",274,0,E0,P404,PP86,MP2,T21,"TP7 TP33
TP36
TP41",L21DH,"TU4
TU14
TU22
 TU38
TC1
TE21
 TE22
 TE25
TM1",AT,"0
(B/E)",V1,,,S20,,X432,3393
3394,"ORGANISK METALLFORBINDELSE,  FLYTENDE, SELVANTENNENDE, REAGERER MED VANN",4.2,SW1,I,"4.2
+4.3",274,0,E0,"P400
  
",PP86,MP2,T21,"TP2
TP7
TP36
TP41",L21DH,"TU4
TU14
TU22
 TU38
TC1
TE21
 TE22
 TE25
TM1",AT,"0
(B/E)",V1,,,S20,,X333,3394
3395,"ORGANISK METALLFORBINDELSE, I FAST FORM, REAGERER MED VANN",4.3,W2,I,4.3,274,0,E0,P403,,MP2,T9,"TP7 TP33
TP36
TP41",S10AN L10DH,"TU4
TU14
TU22
 TU38
TE21
 TE22
TM2",AT,"1
(B/E)",V1,,CV23,S20,,X423,3395
3395,"ORGANISK METALLFORBINDELSE, I FAST FORM, REAGERER MED VANN",4.3,W2,II,4.3,274,500 g,E2,P410 IBC04,,MP14,T3,"TP33
TP36
TP41",SGAN L4DH,"TU14
TE21
TM2",AT,"2
(D/E)",V1,,CV23,,CE10,423,3395
3395,"ORGANISK METALLFORBINDELSE,
 I FAST FORM, REAGERER MED VANN",4.3,W2,III,4.3,274,1 kg,E1,P410 IBC06,,MP14,T1,"TP33
TP36
TP41",SGAN L4DH,"TU14
TE21
TM2",AT,"3
(E)",V1,,CV23,,CE11,423,3395
3396,"ORGANISK METALLFORBINDELSE, I FAST FORM, REAGERER MED VANN, BRANNFARLIG",4.3,WF2,I,"4.3
+4.1",274,0,E0,P403,,MP2,T9,"TP7
TP33
TP36
TP41",S10AN L10DH,"TU4
TU14
TU22
 TU38
TE21
 TE22
TM2",AT,"0
(B/E)",V1,,CV23,,,X423,3396
3396,"ORGANISK METALLFORBINDELSE, I FAST FORM, REAGERER MED VANN, BRANNFARLIG",4.3,WF2,II,"4.3
+4.1",274,500 g,E2,P410 IBC04,,MP14,T3,"TP33
TP36
TP41",SGAN L4DH,"TU14
TE21
TM2",AT,"0
(D/E)",V1,,CV23,,CE10,423,3396
3396,"ORGANISK METALLFORBINDELSE, I FAST FORM, REAGERER MED VANN, BRANNFARLIG",4.3,WF2,III,"4.3
+4.1",274,1 kg,E1,P410 IBC06,,MP14,T1,"TP33
TP36
TP41",SGAN L4DH,"TU14
TE21
TM2",AT,"0
(E)",V1,,CV23,,CE11,423,3396
3397,"ORGANISK METALLFORBINDELSE, I FAST FORM, REAGERER MED VANN, SELVOPPHETENDE",4.3,WS,I,"4.3
+4.2",274,0,E0,P403,,MP2,T9,"TP7
TP33
TP36
TP41",S10AN L10DH,"TU14
 TU38
TE21
 TE22
TM2",AT,"1
(B/E)",V1,,CV23,S20,,X423,3397
3397,"ORGANISK METALLFORBINDELSE, I FAST FORM, REAGERER MED VANN, SELVOPPHETENDE",4.3,WS,II,"4.3
+4.2",274,500 g,E2,P410 IBC04,,MP14,T3,"TP33
TP36
TP41",SGAN L4DH,,AT,"2
(D/E)",V1,,CV23,,CE10,423,3397
3397,"ORGANISK METALLFORBINDELSE, I FAST FORM, REAGERER MED VANN, SELVOPPHETENDE",4.3,WS,III,"4.3
+4.2",274,1 kg,E1,P410 IBC06,,MP14,T1,"TP33
TP36
TP41",SGAN L4DH,,AT,"3
(E)",V1,,CV23,,CE11,423,3397
3398,"ORGANISK METALLFORBINDELSE, FLYTENDE, REAGERER MED VANN",4.3,W1,I,4.3,274,0,E0,P402,,MP2,T13,"TP2
TP7
TP36
TP41",L10DH,"TU4
TU14
TU22
 TU38
TE21
 TE22
TM2",AT,"0
(B/E)",V1,,CV23,S20,,X323,3398
